Artist;Grouping;Genre
Tora Tora;Rock;Hard Rock
Tramp's White Lion;Rock;Hard Rock
Triumph;Rock;Hard Rock
Trixter;Rock;Hard Rock
Tuff;Rock;Hard Rock
Twisted Sister;Rock;Hard Rock
UFO;Rock;Hard Rock
Ugly Kid Joe;Rock;Hard Rock
Ummagumma;Rock;Hard Rock
Union;Rock;Hard Rock
Utada Hikaru;Rock;Hard Rock
Vagabond;Rock;Hard Rock
Valentine;Rock;Hard Rock
Van Halen;Rock;Hard Rock
Vayden;Rock;Hard Rock
Velocity;Rock;Hard Rock
Velvet Revolver;Rock;Hard Rock
Victory;Rock;Hard Rock
Vince Neil;Rock;Hard Rock
Vinnie Vincent;Rock;Hard Rock
Vinnie Vincent Invasion;Rock;Hard Rock
Vixen;Rock;Hard Rock
Von Groove;Rock;Hard Rock
W.A.S.P.;Rock;Hard Rock
Warrant;Rock;Hard Rock
Warrior Soul;Rock;Hard Rock
White Lion;Rock;Hard Rock
Whitesnake;Rock;Hard Rock
Whitfield Crane;Rock;Hard Rock
Wild Side [Norwegian Band];Rock;Hard Rock
Wildside;Rock;Hard Rock
Winger;Rock;Hard Rock
Winter Rose;Rock;Hard Rock
XYZ;Rock;Hard Rock
Y&T (Yesterday & Today);Rock;Hard Rock
Young Gunns (Wildside);Rock;Hard Rock
Murderdolls;Rock;Horror Punk
The Misfits;Rock;Horror Punk
Alex Skolnick;Rock;Jazz Rock
Louis Armstrong And His Hot Seven;Rock;Jazz Rock
Lounge Cafe Moskva In The Mix;Rock;Lounge Rock
Elvis Presley;Rock;Oldies
Daniele Liverani;Metal;Progressive Metal
Adrian Belew;Rock;Progressive Rock
Aviator;Rock;Progressive Rock
Billy Sherwood;Rock;Progressive Rock
Bobby Kimball;Rock;Progressive Rock
Edgar Winter;Rock;Progressive Rock
Fair To Midland;Rock;Progressive Rock
Garry Green;Rock;Progressive Rock
Geaf Downes;Rock;Progressive Rock
Geddy Lee;Rock;Progressive Rock
Greg Lake;Rock;Progressive Rock
Ian Anderson;Rock;Progressive Rock
Jethro Tull;Rock;Progressive Rock
John Wetton;Rock;Progressive Rock
Larry Fast;Rock;Progressive Rock
Malcom McDowell;Rock;Progressive Rock
Peter Banks;Rock;Progressive Rock
Rick Wakeman;Rock;Progressive Rock
Steve Howe;Rock;Progressive Rock
Synergy;Rock;Progressive Rock
The American Breed;Rock;Psychedelic Rock
AFI;Rock;Punk Rock
Anti-Nowhere League;Rock;Punk Rock
Bad Religion;Rock;Punk Rock
Box Car Racer;Rock;Punk Rock
Buster Poindexter And His Banshees Of Blue;Rock;Punk Rock
Dayglo Abortions;Rock;Punk Rock
Discharge;Rock;Punk Rock
Donots;Rock;Punk Rock
Down By Law;Rock;Punk Rock
Face To Face;Rock;Punk Rock
Generation X;Rock;Punk Rock
Ghoti Hook;Rock;Punk Rock
Gob;Rock;Punk Rock
Good Charlotte;Rock;Punk Rock
Gus;Rock;Punk Rock
Hi-STANDARD;Rock;Punk Rock
Home Grown;Rock;Punk Rock
Less Than Jake;Rock;Punk Rock
Me First And The Gimme Gimmes;Rock;Punk Rock
Me First And The Gimmie Gimmies;Rock;Punk Rock
Millencolin;Rock;Punk Rock
MxPx;Rock;Punk Rock
No Use For A Name;Rock;Punk Rock
NOFX;Rock;Punk Rock
Pennywise;Rock;Punk Rock
Phantom Rockers;Rock;Punk Rock
Ramones;Rock;Punk Rock
Rise Against;Rock;Punk Rock
Sex Pistols;Rock;Punk Rock
Sleater-Kinney;Rock;Punk Rock
Snuff;Rock;Punk Rock
Social Distortion;Rock;Punk Rock
Spazzys;Rock;Punk Rock
Strawberry Slaughterhouse;Rock;Punk Rock
Sum 41;Rock;Punk Rock
Swindle;Rock;Punk Rock
Ten Foot Pole;Rock;Punk Rock
Than Jake;Rock;Punk Rock
The Alley Cats;Rock;Punk Rock
The Ataris;Rock;Punk Rock
The Bouncing Souls;Rock;Punk Rock
The Clash;Rock;Punk Rock
The Donnas;Rock;Punk Rock
The Get Up Kids;Rock;Punk Rock
The Living End;Rock;Punk Rock
The Sequence;Rock;Punk Rock
The Twistin' Tarantulas;Rock;Punk Rock
Roy Orbison;Rock;Rockabilly
Stray Cats;Rock;Rockabilly
Hayseed Dixie;Rock;Rockgrass
Alan Hovhaness;Science;Science: [Music]
Antonio Vivaldi;Science;Science: [Music]
Galt MacDermot;Science;Science: [Music]
Gottfried Finger;Science;Science: [Music]
Gustav Holst;Science;Science: [Music]
Igor Stravinsky;Science;Science: [Music]
Johann Pachelbel;Science;Science: [Music]
Nikolai Rimsky-Korsakov;Science;Science: [Music]
John Boswell;Science;Science: [Music]
Symphony of Science;Science;Science: [Music]
Attaboy Skip;Rock;Ska
Catch 22;Rock;Ska
Heptet;Rock;Ska
Reel Big Fish;Rock;Ska
Ruder Than You;Rock;Ska
Save Ferris;Rock;Ska
SkaDaddyZ;Rock;Ska
Skavoovie & The Epitones;Rock;Ska
The Arrogant Sons Of Bitches;Rock;Ska
The Mighty Mighty Bosstones;Rock;Ska
Air Supply;Rock;Soft Rock
Billy Joel;Rock;Soft Rock
Bryan Adams;Rock;Soft Rock
Joe Harnell;Rock;Soft Rock
Kenny Loggins;Rock;Soft Rock
Michael Bublé;Rock;Soft Rock
Michael McDonald;Rock;Soft Rock
Neil Diamond;Rock;Soft Rock
Richard Marx;Rock;Soft Rock
Sting;Rock;Soft Rock
The Carpenters;Rock;Soft Rock
Wilson Pickett;Rock;Soft Rock
Yes;Rock;Soft Rock
Jesse James Dupree;Rock;Southern Rock
John Mellencamp;Rock;Southern Rock
Laidlaw;Rock;Southern Rock
Little Feat;Rock;Southern Rock
Moon Dog Mane;Rock;Southern Rock
Pride & Glory [Limited Edition];Rock;Southern Rock
The Allman Brothers Band;Rock;Southern Rock
The Black Crowes;Rock;Southern Rock
Failure;Rock;Space Rock
Nik Turner;Rock;Space Rock
The Beach Boys;Rock;Surf Rock
NASA Voyager Recordings;Science;NASA [Music]
Vangelis;Science;New Age
Carl Sagan;Science;Science
Isao Tomita;Science;Science
Nasa;Science;Space Sounds
John F. Kennedy;Science;Spoken & Audio
Anjey Satori;Self-Help;Meditative
Dobie Gray;Soul;Northern Soul
Apollo 440;Techno;Dance
The Immortals;Techno;Dance
Tiësto;Techno;Dance
Utah Saints;Techno;Dance
Warp Brothers;Techno;Dance
